latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity,total_rooms/population
37.92,28.0,2377.0,469.0,1068.0,435.0,4.4561,250000.0,NEAR BAY,2.2256554307116105
37.92,26.0,1733.0,265.0,796.0,274.0,6.195,264900.0,NEAR BAY,2.1771356783919598
37.91,28.0,1731.0,295.0,810.0,295.0,5.0391,259800.0,NEAR BAY,2.137037037037037
37.91,33.0,1550.0,277.0,638.0,254.0,3.6833,292500.0,NEAR BAY,2.4294670846394983
37.9,32.0,1075.0,170.0,486.0,173.0,5.0499,306800.0,NEAR BAY,2.211934156378601
37.91,18.0,9576.0,1455.0,3486.0,1380.0,7.0895,306900.0,NEAR BAY,2.746987951807229
37.89,28.0,3410.0,746.0,1428.0,670.0,4.3864,266800.0,NEAR BAY,2.387955182072829
37.89,39.0,3018.0,501.0,1223.0,489.0,6.2924,283900.0,NEAR BAY,2.4677023712183157
37.9,29.0,4133.0,770.0,1691.0,744.0,5.1097,288000.0,NEAR BAY,2.4441159077468955
37.89,38.0,2139.0,343.0,809.0,340.0,5.5636,268800.0,NEAR BAY,2.6440049443757725
37.89,38.0,757.0,124.0,319.0,123.0,5.6558,263300.0,NEAR BAY,2.373040752351097
37.88,34.0,4781.0,703.0,1879.0,714.0,6.5378,340900.0,NEAR BAY,2.5444385311335815
37.87,30.0,2296.0,329.0,847.0,322.0,6.7192,397500.0,NEAR BAY,2.7107438016528924
37.9,24.0,4125.0,1020.0,1699.0,873.0,2.9526,271000.0,NEAR BAY,2.427898763978811
37.9,32.0,2676.0,484.0,986.0,473.0,4.6528,335700.0,NEAR BAY,2.713995943204868
37.89,37.0,1677.0,269.0,689.0,283.0,4.2625,310600.0,NEAR BAY,2.4339622641509435
37.89,33.0,2423.0,322.0,998.0,346.0,7.5349,349100.0,NEAR BAY,2.4278557114228456
37.9,32.0,4498.0,862.0,1818.0,851.0,4.8088,321200.0,NEAR BAY,2.474147414741474
37.9,20.0,5467.0,1044.0,2310.0,963.0,5.6986,275800.0,NEAR BAY,2.3666666666666667
37.89,29.0,6349.0,858.0,2450.0,778.0,7.5,356200.0,NEAR BAY,2.5914285714285716
37.88,32.0,3250.0,550.0,1230.0,557.0,4.6424,312700.0,NEAR BAY,2.6422764227642275
37.86,29.0,3025.0,477.0,1035.0,452.0,6.112,390600.0,NEAR BAY,2.922705314009662
37.85,27.0,6039.0,780.0,2181.0,761.0,9.5862,469400.0,NEAR BAY,2.768913342503439
37.73,22.0,1980.0,291.0,861.0,290.0,6.2726,258200.0,<1H OCEAN,2.299651567944251
37.73,22.0,6719.0,1068.0,2843.0,994.0,6.1265,260300.0,<1H OCEAN,2.36334857544847
37.73,23.0,2564.0,347.0,1043.0,351.0,6.2048,275000.0,<1H OCEAN,2.458293384467881
37.73,8.0,831.0,231.0,404.0,224.0,3.375,350000.0,<1H OCEAN,2.0569306930693068
37.74,19.0,1127.0,170.0,518.0,167.0,6.3325,250000.0,<1H OCEAN,2.175675675675676
37.74,19.0,5721.0,837.0,2653.0,813.0,6.2631,266000.0,<1H OCEAN,2.1564266867696946
37.75,17.0,2559.0,370.0,1238.0,377.0,6.2781,269800.0,<1H OCEAN,2.0670436187399033
37.73,24.0,1407.0,327.0,501.0,295.0,2.4821,157200.0,<1H OCEAN,2.808383233532934
37.74,16.0,3326.0,419.0,1272.0,402.0,6.8806,343500.0,<1H OCEAN,2.6147798742138364
37.75,16.0,5121.0,735.0,2464.0,761.0,6.6204,296100.0,<1H OCEAN,2.0783279220779223
37.79,17.0,5688.0,824.0,2111.0,773.0,6.6131,312500.0,<1H OCEAN,2.6944576030317386
37.8,17.0,3354.0,422.0,1457.0,425.0,7.6473,345800.0,<1H OCEAN,2.301990391214825
37.8,16.0,2498.0,330.0,1027.0,343.0,8.155,343700.0,<1H OCEAN,2.4323271665043817
37.81,18.0,2903.0,387.0,1127.0,372.0,5.5921,359100.0,<1H OCEAN,2.5758651286601597
37.81,12.0,6488.0,778.0,2404.0,765.0,8.3188,403400.0,<1H OCEAN,2.698835274542429
37.8,17.0,3279.0,418.0,1222.0,381.0,7.9168,356000.0,<1H OCEAN,2.683306055646481
37.8,8.0,11336.0,1657.0,4089.0,1555.0,7.8287,369200.0,<1H OCEAN,2.7723159696747373
37.79,16.0,3873.0,484.0,1451.0,501.0,6.7857,341300.0,<1H OCEAN,2.669193659545141
37.78,4.0,14652.0,2826.0,5613.0,2579.0,6.3942,356700.0,<1H OCEAN,2.610368786745056
37.76,8.0,3865.0,463.0,1548.0,432.0,9.7037,425100.0,<1H OCEAN,2.496770025839793
37.76,4.0,6875.0,1439.0,2889.0,1307.0,4.6932,356100.0,<1H OCEAN,2.3797161647628937
37.76,5.0,2255.0,269.0,876.0,258.0,10.3345,461400.0,<1H OCEAN,2.574200913242009
37.74,8.0,452.0,51.0,140.0,43.0,12.5915,432400.0,<1H OCEAN,3.2285714285714286
37.78,2.0,227.0,35.0,114.0,49.0,3.1591,434700.0,<1H OCEAN,1.9912280701754386
37.74,2.0,200.0,20.0,25.0,9.0,15.0001,350000.0,<1H OCEAN,8.0
37.76,8.0,3743.0,581.0,1633.0,567.0,6.7027,381900.0,<1H OCEAN,2.29210042865891
37.77,13.0,7241.0,1007.0,3221.0,947.0,7.2216,324600.0,<1H OCEAN,2.2480596088171376
37.74,8.0,2865.0,389.0,1376.0,417.0,7.9393,399300.0,<1H OCEAN,2.082122093023256
37.84,34.0,1879.0,265.0,729.0,263.0,7.7072,443800.0,NEAR BAY,2.577503429355281
37.83,30.0,3917.0,549.0,1330.0,544.0,6.5617,386600.0,NEAR BAY,2.945112781954887
37.82,20.0,2206.0,458.0,926.0,432.0,4.6042,256400.0,<1H OCEAN,2.3822894168466524
37.82,22.0,1248.0,271.0,579.0,269.0,3.375,200000.0,<1H OCEAN,2.155440414507772
37.83,24.0,5948.0,738.0,1997.0,710.0,9.8708,500001.0,NEAR BAY,2.9784677015523284
37.77,14.0,8213.0,1364.0,3283.0,1286.0,5.1755,294800.0,<1H OCEAN,2.5016752969844656
37.81,17.0,465.0,83.0,146.0,75.0,4.9018,188500.0,<1H OCEAN,3.184931506849315
37.8,11.0,6200.0,907.0,2286.0,896.0,7.6518,359300.0,NEAR BAY,2.7121609798775155
37.87,21.0,3521.0,447.0,1396.0,467.0,8.2673,358700.0,NEAR BAY,2.5222063037249285
37.88,16.0,3031.0,438.0,1087.0,421.0,7.3732,287300.0,NEAR BAY,2.7884084636614537
37.87,14.0,3056.0,369.0,1209.0,377.0,8.4352,441400.0,NEAR BAY,2.5277088502894953
37.86,25.0,3004.0,393.0,1145.0,376.0,7.2655,494000.0,NEAR BAY,2.623580786026201
37.86,18.0,8953.0,1074.0,3011.0,993.0,10.7372,500001.0,<1H OCEAN,2.973430753902358
37.87,4.0,1029.0,126.0,416.0,122.0,13.4883,500001.0,INLAND,2.4735576923076925
37.84,29.0,7479.0,977.0,2744.0,943.0,7.5139,398200.0,INLAND,2.7255830903790086
37.84,16.0,7681.0,946.0,2777.0,908.0,9.5271,500001.0,<1H OCEAN,2.7659344616492616
37.85,10.0,3209.0,379.0,1199.0,392.0,12.2478,500001.0,INLAND,2.676396997497915
37.83,16.0,2939.0,380.0,1177.0,396.0,8.0839,372000.0,<1H OCEAN,2.4970263381478333
37.82,18.0,9117.0,1248.0,3280.0,1167.0,8.003,351300.0,<1H OCEAN,2.7795731707317075
37.81,5.0,7178.0,898.0,2823.0,907.0,9.0776,450400.0,<1H OCEAN,2.542685086787106
37.93,20.0,10212.0,1424.0,4083.0,1374.0,8.039,382200.0,NEAR BAY,2.5011021307861867
37.94,22.0,4949.0,626.0,1850.0,590.0,10.4549,500001.0,NEAR BAY,2.675135135135135
37.9,38.0,827.0,144.0,368.0,136.0,6.5095,294400.0,NEAR BAY,2.2472826086956523
37.9,32.0,5738.0,746.0,2099.0,732.0,10.3224,500001.0,NEAR BAY,2.7336827060505002
37.91,34.0,5683.0,755.0,1962.0,723.0,8.3678,455300.0,NEAR BAY,2.896534148827727
37.89,35.0,880.0,139.0,352.0,132.0,6.8686,406500.0,NEAR BAY,2.5
37.89,21.0,3282.0,653.0,1398.0,601.0,5.2079,310300.0,NEAR BAY,2.347639484978541
37.89,32.0,2372.0,516.0,1067.0,492.0,4.3235,279500.0,NEAR BAY,2.223055295220244
37.88,37.0,4005.0,614.0,1602.0,606.0,6.4666,348200.0,NEAR BAY,2.5
37.88,35.0,2785.0,362.0,1001.0,363.0,8.0448,433300.0,NEAR BAY,2.7822177822177823
37.89,30.0,3227.0,733.0,1260.0,684.0,4.125,257100.0,NEAR BAY,2.561111111111111
37.89,27.0,744.0,214.0,295.0,169.0,2.7411,350000.0,NEAR BAY,2.522033898305085
37.87,18.0,1820.0,220.0,728.0,229.0,10.3713,426100.0,NEAR BAY,2.5
37.88,34.0,6986.0,1096.0,2865.0,1124.0,6.2275,394400.0,NEAR BAY,2.438394415357766
37.88,11.0,1077.0,318.0,590.0,264.0,3.5536,387200.0,NEAR BAY,1.8254237288135593
37.88,24.0,2059.0,462.0,410.0,294.0,2.3971,99400.0,NEAR BAY,5.021951219512195
37.88,26.0,2947.0,,825.0,626.0,2.9330000000000003,85000.0,NEAR BAY,3.5721212121212123
37.87,24.0,6130.0,1359.0,1750.0,1286.0,2.9167,102700.0,NEAR BAY,3.5028571428571427
37.85,17.0,7475.0,1556.0,2092.0,1449.0,3.6437,186500.0,NEAR BAY,3.573135755258126
37.86,23.0,1025.0,205.0,263.0,191.0,3.12,155000.0,NEAR BAY,3.897338403041825
37.86,16.0,5187.0,1014.0,1512.0,986.0,4.4551,252400.0,NEAR BAY,3.4305555555555554
37.86,17.0,1102.0,224.0,317.0,208.0,3.5893,206300.0,NEAR BAY,3.4763406940063093
37.87,26.0,2405.0,564.0,680.0,531.0,2.4896,73400.0,NEAR BAY,3.536764705882353
37.88,35.0,3701.0,528.0,1511.0,517.0,7.2315,367100.0,NEAR BAY,2.4493712772998015
37.86,27.0,5484.0,760.0,2212.0,770.0,7.6202,402600.0,NEAR BAY,2.4792043399638337
37.87,33.0,3398.0,500.0,1351.0,457.0,6.5814,314200.0,NEAR BAY,2.515173945225759
37.85,18.0,5252.0,686.0,1870.0,657.0,8.0074,454100.0,NEAR BAY,2.8085561497326204
37.84,17.0,1320.0,159.0,1722.0,141.0,11.7064,500001.0,NEAR BAY,0.7665505226480837
37.81,26.0,4048.0,513.0,1486.0,498.0,7.6717,416500.0,NEAR BAY,2.7240915208613727
37.82,26.0,2269.0,317.0,918.0,313.0,6.6657,364500.0,NEAR BAY,2.471677559912854
37.83,19.0,5130.0,741.0,1887.0,712.0,7.2029999999999985,369900.0,NEAR BAY,2.7186009538950717
37.82,4.0,2045.0,237.0,830.0,252.0,11.3421,500001.0,NEAR BAY,2.463855421686747
37.86,20.0,6201.0,1182.0,2415.0,1141.0,4.5744,314000.0,NEAR BAY,2.567701863354037
37.85,27.0,9147.0,1276.0,3371.0,1269.0,7.3267,389900.0,NEAR BAY,2.7134381489172354
37.84,24.0,2131.0,343.0,874.0,373.0,5.6349,355600.0,NEAR BAY,2.4382151029748282
37.83,16.0,4596.0,705.0,1480.0,650.0,7.52,370200.0,NEAR BAY,3.1054054054054054
37.86,36.0,3359.0,493.0,1298.0,483.0,8.1586,404300.0,NEAR BAY,2.5878274268104775
37.88,36.0,542.0,119.0,231.0,121.0,4.9,354200.0,NEAR BAY,2.346320346320346
37.86,33.0,4449.0,636.0,1684.0,617.0,8.9571,399700.0,NEAR BAY,2.6419239904988125
37.89,32.0,1779.0,241.0,721.0,258.0,8.7589,434500.0,NEAR BAY,2.467406380027739
37.88,32.0,3633.0,508.0,1393.0,506.0,7.6917,401800.0,NEAR BAY,2.608040201005025
37.88,33.0,3626.0,502.0,1348.0,480.0,7.6107,423200.0,NEAR BAY,2.6899109792284865
37.87,38.0,1261.0,177.0,472.0,183.0,6.917000000000002,438000.0,NEAR BAY,2.6716101694915255
37.88,20.0,95.0,13.0,31.0,15.0,2.4444,475000.0,NEAR BAY,3.064516129032258
37.89,37.0,3881.0,560.0,1315.0,517.0,7.3195,367500.0,NEAR BAY,2.9513307984790873
37.88,36.0,1065.0,160.0,398.0,155.0,7.7736,378100.0,NEAR BAY,2.6758793969849246
37.91,31.0,7200.0,876.0,2428.0,843.0,10.9405,500001.0,NEAR BAY,2.9654036243822075
37.9,36.0,2107.0,287.0,740.0,280.0,10.3416,500001.0,NEAR BAY,2.847297297297297
37.9,36.0,4760.0,610.0,1511.0,572.0,9.0064,500001.0,NEAR BAY,3.1502316346790207
37.89,18.0,4845.0,735.0,1634.0,734.0,8.1489,499000.0,NEAR BAY,2.9651162790697674
37.98,8.0,7505.0,1089.0,3325.0,1016.0,5.2699,204200.0,INLAND,2.257142857142857
37.97,8.0,1584.0,236.0,615.0,202.0,6.4753,166800.0,INLAND,2.575609756097561
37.97,4.0,17032.0,2546.0,7653.0,2359.0,5.5601,213700.0,INLAND,2.225532470926434
37.95,17.0,1133.0,244.0,716.0,235.0,2.875,162500.0,INLAND,1.5824022346368716
37.83,11.0,2836.0,373.0,959.0,335.0,10.5815,500001.0,INLAND,2.957247132429614
37.82,4.0,11444.0,1355.0,3898.0,1257.0,13.2949,500001.0,INLAND,2.9358645459209853
37.81,7.0,3477.0,416.0,1216.0,395.0,13.1499,500001.0,INLAND,2.859375
37.81,12.0,4711.0,659.0,2089.0,621.0,8.3209,485400.0,INLAND,2.2551460028721877
37.99,2.0,3129.0,707.0,1606.0,698.0,2.9591,210100.0,INLAND,1.948318804483188
37.94,26.0,3084.0,505.0,1557.0,501.0,5.1582,194700.0,INLAND,1.9807321772639692
37.95,25.0,4026.0,791.0,1850.0,709.0,4.1483,181200.0,INLAND,2.176216216216216
37.94,21.0,3153.0,411.0,1318.0,431.0,6.8642,285400.0,INLAND,2.3922610015174506
37.93,4.0,3241.0,464.0,1552.0,494.0,6.6134,307000.0,INLAND,2.0882731958762886
37.92,18.0,2808.0,337.0,1038.0,337.0,8.3956,353600.0,NEAR BAY,2.7052023121387285
37.92,16.0,2638.0,345.0,1055.0,334.0,8.1163,365800.0,NEAR BAY,2.500473933649289
37.92,14.0,1780.0,224.0,764.0,226.0,9.0243,427700.0,INLAND,2.329842931937173
37.89,13.0,2085.0,292.0,852.0,264.0,7.3445,366700.0,INLAND,2.4471830985915495
37.96,14.0,5332.0,884.0,2093.0,839.0,5.2798,237400.0,INLAND,2.5475394171046344
37.95,18.0,2541.0,355.0,986.0,346.0,7.1978,288000.0,INLAND,2.577079107505071
37.93,13.0,1610.0,198.0,703.0,217.0,8.7059,329400.0,INLAND,2.2901849217638692
37.94,26.0,1299.0,174.0,533.0,180.0,6.2296,291700.0,INLAND,2.4371482176360226
37.93,16.0,3421.0,427.0,1341.0,428.0,7.5695,320400.0,INLAND,2.551081282624907
37.93,16.0,2876.0,391.0,1089.0,377.0,6.299,286900.0,INLAND,2.640955004591368
37.93,16.0,2169.0,262.0,877.0,245.0,6.6049,312600.0,INLAND,2.4732041049030786
37.94,27.0,1469.0,216.0,578.0,219.0,5.9346,253600.0,INLAND,2.541522491349481
38.02,16.0,1803.0,267.0,946.0,266.0,5.7001,205100.0,NEAR BAY,1.9059196617336152
38.03,15.0,3338.0,532.0,1834.0,520.0,5.6293,197600.0,NEAR BAY,1.8200654307524538
38.02,15.0,2150.0,327.0,1094.0,324.0,6.0224,198500.0,NEAR BAY,1.9652650822669104
37.96,9.0,6306.0,962.0,2581.0,911.0,6.7741,310700.0,NEAR BAY,2.4432390546299882
38.06,52.0,1350.0,266.0,490.0,257.0,3.125,171100.0,NEAR BAY,2.7551020408163267
38.05,52.0,1736.0,358.0,638.0,297.0,2.5517,147100.0,NEAR BAY,2.7210031347962382
38.06,52.0,2735.0,559.0,1076.0,487.0,3.6154,155700.0,NEAR BAY,2.54182156133829
38.04,31.0,3029.0,500.0,1236.0,487.0,5.6022,197000.0,NEAR BAY,2.4506472491909386
38.03,25.0,2239.0,361.0,928.0,353.0,4.4474,203700.0,NEAR BAY,2.4127155172413794
38.04,47.0,1685.0,405.0,835.0,372.0,2.3103,134500.0,NEAR BAY,2.0179640718562872
38.03,41.0,1631.0,282.0,752.0,288.0,3.9345,150200.0,NEAR BAY,2.168882978723404
38.04,41.0,2512.0,539.0,1179.0,480.0,2.694,123000.0,NEAR BAY,2.1306191687871077
38.05,30.0,1255.0,297.0,779.0,307.0,1.6767,147700.0,NEAR BAY,1.6110397946084725
38.06,4.0,7999.0,1611.0,3596.0,1396.0,5.0969,174200.0,NEAR BAY,2.224416017797553
38.0,26.0,2335.0,413.0,980.0,417.0,3.4471,178900.0,NEAR BAY,2.38265306122449
38.0,16.0,4986.0,1081.0,2805.0,1016.0,4.025,173200.0,NEAR BAY,1.7775401069518717
38.03,32.0,2159.0,393.0,981.0,369.0,4.3173,175400.0,NEAR BAY,2.200815494393476
38.0,34.0,1712.0,317.0,956.0,341.0,4.4394,162000.0,NEAR BAY,1.790794979079498
38.0,26.0,3735.0,641.0,1708.0,633.0,4.621,191100.0,NEAR BAY,2.186768149882904
38.01,18.0,4123.0,874.0,1895.0,772.0,3.2759,195000.0,NEAR BAY,2.175725593667546
37.99,28.0,3801.0,622.0,1654.0,571.0,4.375,193300.0,NEAR BAY,2.2980652962515116
37.98,28.0,2038.0,329.0,947.0,349.0,5.1178,198000.0,NEAR BAY,2.1520591341077084
37.99,16.0,4921.0,737.0,2312.0,725.0,5.8899,243200.0,NEAR BAY,2.1284602076124566
37.98,23.0,3455.0,479.0,1375.0,474.0,6.0289,218600.0,NEAR BAY,2.5127272727272727
38.02,5.0,3846.0,786.0,2053.0,716.0,5.0473,184800.0,NEAR BAY,1.873356064296152
38.01,11.0,3751.0,565.0,1949.0,555.0,5.7862,269400.0,NEAR BAY,1.9245767060030785
38.01,16.0,2084.0,315.0,1154.0,307.0,6.0102,235600.0,NEAR BAY,1.805892547660312
38.0,16.0,2978.0,411.0,1531.0,400.0,6.5006,237700.0,NEAR BAY,1.945133899412149
38.0,14.0,2338.0,391.0,1003.0,398.0,4.2269,170500.0,NEAR BAY,2.3310069790628116
38.0,6.0,678.0,104.0,318.0,91.0,5.2375,246400.0,NEAR BAY,2.1320754716981134
38.0,15.0,1216.0,166.0,572.0,178.0,5.8418,240300.0,NEAR BAY,2.125874125874126
38.0,12.0,1592.0,242.0,969.0,233.0,6.1576,248700.0,NEAR BAY,1.6429308565531475
38.0,5.0,6265.0,908.0,3326.0,872.0,6.2073,272900.0,NEAR BAY,1.8836440168370414
37.98,27.0,2133.0,347.0,850.0,350.0,5.1046,209800.0,NEAR BAY,2.5094117647058822
37.96,35.0,1579.0,243.0,734.0,264.0,5.5,201000.0,NEAR BAY,2.1512261580381473
37.97,10.0,15259.0,2275.0,7266.0,2338.0,6.0666,272400.0,NEAR BAY,2.1000550509221028
37.97,30.0,4030.0,772.0,1777.0,718.0,3.6393,184000.0,NEAR BAY,2.2678671918964546
37.97,34.0,2854.0,528.0,1211.0,452.0,3.5353,164700.0,NEAR BAY,2.356729975227085
37.97,20.0,3426.0,632.0,1512.0,580.0,4.4911,227400.0,NEAR BAY,2.265873015873016
37.97,35.0,1811.0,377.0,911.0,340.0,3.375,149700.0,NEAR BAY,1.9879253567508233
37.94,20.0,7578.0,1426.0,3637.0,1362.0,4.4387,190000.0,NEAR BAY,2.083585372559802
37.95,37.0,1887.0,353.0,895.0,359.0,4.45,196600.0,NEAR BAY,2.1083798882681566
37.94,38.0,1794.0,349.0,810.0,335.0,3.8343,191400.0,NEAR BAY,2.214814814814815
37.94,38.0,2172.0,403.0,945.0,384.0,4.3958,194200.0,NEAR BAY,2.2984126984126982
37.95,36.0,1425.0,245.0,573.0,239.0,4.35,185000.0,NEAR BAY,2.486910994764398
37.99,25.0,6508.0,1137.0,3259.0,1081.0,4.2348,157800.0,NEAR BAY,1.9969315741024853
37.98,25.0,3807.0,806.0,1821.0,792.0,3.6518,164300.0,NEAR BAY,2.0906095551894563
37.97,29.0,2347.0,464.0,1135.0,490.0,3.9722,161000.0,NEAR BAY,2.06784140969163
38.01,26.0,3054.0,492.0,1495.0,496.0,4.6944,171100.0,NEAR BAY,2.042809364548495
38.0,35.0,3779.0,711.0,2493.0,679.0,2.9781,109000.0,NEAR BAY,1.5158443642198154
38.0,29.0,3108.0,534.0,1687.0,516.0,4.3333,170800.0,NEAR BAY,1.842323651452282
37.99,24.0,4865.0,968.0,2315.0,893.0,4.2852,173500.0,NEAR BAY,2.101511879049676
38.0,32.0,2275.0,397.0,1233.0,418.0,4.0437,162800.0,NEAR BAY,1.8450932684509327
37.99,42.0,1531.0,326.0,1271.0,377.0,2.6167,85100.0,NEAR BAY,1.2045633359559402
37.98,3.0,2850.0,544.0,1024.0,515.0,6.0115,175000.0,NEAR BAY,2.783203125
37.99,4.0,3999.0,1079.0,1591.0,887.0,3.911,112500.0,NEAR BAY,2.5135135135135136
38.0,33.0,44.0,6.0,23.0,11.0,4.125,212500.0,NEAR BAY,1.9130434782608696
37.96,39.0,246.0,57.0,316.0,52.0,0.716,104200.0,NEAR BAY,0.7784810126582279
37.96,31.0,1157.0,276.0,956.0,232.0,1.5347,80400.0,NEAR BAY,1.2102510460251046
37.95,40.0,408.0,102.0,302.0,81.0,1.8333,69800.0,NEAR BAY,1.3509933774834437
37.95,35.0,215.0,45.0,100.0,34.0,1.6023,81300.0,NEAR BAY,2.15
37.95,32.0,1298.0,363.0,716.0,268.0,0.9797,76400.0,NEAR BAY,1.812849162011173
37.96,37.0,1572.0,402.0,1046.0,350.0,0.7403,68600.0,NEAR BAY,1.502868068833652
37.98,36.0,60.0,15.0,42.0,25.0,1.4583,67500.0,NEAR BAY,1.4285714285714286
37.98,33.0,2014.0,410.0,1354.0,427.0,3.9773,131300.0,NEAR BAY,1.4874446085672082
37.98,34.0,3756.0,726.0,2237.0,686.0,3.7562,132900.0,NEAR BAY,1.679034421099687
37.97,19.0,392.0,109.0,287.0,81.0,6.0426,110000.0,NEAR BAY,1.3658536585365855
37.96,32.0,1991.0,504.0,1139.0,423.0,2.0353,113600.0,NEAR BAY,1.7480245829675154
37.97,43.0,2178.0,482.0,1545.0,471.0,2.5863,112200.0,NEAR BAY,1.4097087378640776
37.97,31.0,2892.0,685.0,2104.0,641.0,3.2188,113800.0,NEAR BAY,1.3745247148288973
37.97,33.0,1595.0,292.0,991.0,300.0,4.6937,134100.0,NEAR BAY,1.6094853683148336
37.97,33.0,1156.0,190.0,643.0,209.0,4.5,156600.0,NEAR BAY,1.797822706065319
37.97,19.0,5151.0,1335.0,2548.0,1165.0,3.3125,158800.0,NEAR BAY,2.021585557299843
37.98,32.0,1967.0,348.0,1144.0,364.0,4.4135,150100.0,NEAR BAY,1.7194055944055944
37.97,45.0,1982.0,376.0,1179.0,398.0,3.5463,130800.0,NEAR BAY,1.6810856658184903
37.97,19.0,2237.0,580.0,1438.0,551.0,2.3382,120700.0,NEAR BAY,1.555632823365786
37.96,46.0,1222.0,236.0,819.0,251.0,3.9118,129400.0,NEAR BAY,1.492063492063492
37.96,36.0,2191.0,531.0,1563.0,524.0,2.5164,114200.0,NEAR BAY,1.4017914267434421
37.96,29.0,1899.0,524.0,1357.0,443.0,1.875,97200.0,NEAR BAY,1.3994104642593956
37.96,35.0,1326.0,346.0,1023.0,295.0,2.0724,97700.0,NEAR BAY,1.2961876832844574
37.95,31.0,2449.0,595.0,1801.0,548.0,2.6328,110300.0,NEAR BAY,1.359800111049417
37.96,34.0,1428.0,335.0,1272.0,319.0,2.5461,93900.0,NEAR BAY,1.1226415094339623
37.96,30.0,950.0,317.0,1073.0,280.0,1.8664,107800.0,NEAR BAY,0.8853681267474371
37.96,25.0,1728.0,403.0,934.0,412.0,3.375,133700.0,NEAR BAY,1.8501070663811563
37.96,34.0,2070.0,357.0,784.0,294.0,4.0417,182800.0,NEAR BAY,2.6403061224489797
37.95,35.0,1612.0,354.0,887.0,331.0,2.5769,146100.0,NEAR BAY,1.8173618940248026
37.95,22.0,2099.0,569.0,1135.0,509.0,2.1915,120800.0,NEAR BAY,1.8493392070484582
37.96,15.0,6487.0,1717.0,3408.0,1560.0,2.1991,133300.0,NEAR BAY,1.903462441314554
37.96,33.0,1817.0,441.0,1220.0,389.0,2.5382,103600.0,NEAR BAY,1.4893442622950819
37.94,38.0,2751.0,522.0,1390.0,489.0,3.7277,165100.0,NEAR BAY,1.979136690647482
37.94,46.0,1901.0,295.0,833.0,352.0,5.5196,210800.0,NEAR BAY,2.2821128451380552
37.93,40.0,1141.0,213.0,434.0,196.0,3.9464,186900.0,NEAR BAY,2.629032258064516
37.95,42.0,1627.0,336.0,848.0,316.0,3.7708,144600.0,NEAR BAY,1.9186320754716981
37.94,45.0,1226.0,279.0,590.0,260.0,2.8833,140400.0,NEAR BAY,2.077966101694915
37.94,47.0,1882.0,361.0,797.0,342.0,3.5848,140800.0,NEAR BAY,2.361355081555834
37.94,43.0,1876.0,389.0,807.0,377.0,3.1571,141600.0,NEAR BAY,2.324659231722429
37.94,42.0,1695.0,345.0,719.0,334.0,3.9417,139100.0,NEAR BAY,2.357440890125174
37.94,44.0,1769.0,332.0,828.0,309.0,4.0526,150800.0,NEAR BAY,2.1364734299516908
37.95,45.0,1128.0,240.0,702.0,270.0,3.6719,134100.0,NEAR BAY,1.606837606837607
37.95,45.0,1585.0,329.0,981.0,373.0,3.0313,135800.0,NEAR BAY,1.6156982670744138
37.95,46.0,1543.0,339.0,777.0,322.0,4.0927,142600.0,NEAR BAY,1.9858429858429858
37.95,44.0,1675.0,317.0,806.0,311.0,3.0694,135300.0,NEAR BAY,2.0781637717121586
37.95,44.0,1788.0,368.0,933.0,329.0,2.875,133400.0,NEAR BAY,1.9163987138263665
37.95,39.0,1986.0,427.0,1041.0,385.0,3.2333,135100.0,NEAR BAY,1.9077809798270893
37.95,38.0,1340.0,298.0,766.0,241.0,3.2833,111700.0,NEAR BAY,1.7493472584856398
37.95,45.0,2142.0,431.0,1318.0,431.0,3.0737,111600.0,NEAR BAY,1.6251896813353566
37.95,42.0,1485.0,290.0,971.0,303.0,3.6094,114600.0,NEAR BAY,1.529351184346035
37.95,38.0,1042.0,289.0,773.0,248.0,2.7714,104700.0,NEAR BAY,1.3479948253557568
37.94,47.0,2313.0,433.0,947.0,430.0,3.942,143300.0,NEAR BAY,2.4424498416050686
37.94,44.0,1917.0,444.0,936.0,435.0,2.7391,140300.0,NEAR BAY,2.048076923076923
37.94,31.0,1611.0,455.0,786.0,411.0,1.681,145500.0,NEAR BAY,2.049618320610687
37.94,42.0,2206.0,451.0,989.0,444.0,3.125,143900.0,NEAR BAY,2.230535894843276
37.94,45.0,2112.0,493.0,1406.0,452.0,2.3456,105200.0,NEAR BAY,1.5021337126600285
37.94,34.0,1880.0,459.0,1358.0,422.0,1.6571,105200.0,NEAR BAY,1.3843888070692194
37.94,47.0,1275.0,275.0,844.0,273.0,2.8967,95600.0,NEAR BAY,1.5106635071090047
37.95,38.0,1066.0,248.0,729.0,286.0,1.5139,81700.0,NEAR BAY,1.4622770919067216
37.94,45.0,907.0,188.0,479.0,161.0,3.0862,79000.0,NEAR BAY,1.8935281837160751
37.94,27.0,844.0,249.0,583.0,265.0,0.9687,105800.0,NEAR BAY,1.4476843910806174
37.94,26.0,1540.0,343.0,1007.0,338.0,1.3365,72900.0,NEAR BAY,1.529294935451837
37.94,41.0,2591.0,585.0,1638.0,462.0,1.822,79700.0,NEAR BAY,1.5818070818070817
37.94,49.0,969.0,229.0,599.0,195.0,1.3167,71600.0,NEAR BAY,1.6176961602671118
37.93,19.0,1334.0,366.0,1048.0,316.0,1.7865,88000.0,NEAR BAY,1.2729007633587786
